distid,intid,lunch,enrol,ptr,found,expp,revpp,avgsal,drop,grad,math4,math7,choice,psa,year,staff,avgben,y92,y93,y94,y95,y96,y97,y98,lexpp,lfound,lexpp_1,lfnd_1,lenrol,lenrolsq,lunchsq,lfndsq,math4_1,cmath4,gexpp,gexpp_1,gfound,gfnd_1,clunch,clnchsq,genrol,genrolsq,expp92,lexpp92,math4_92,cpi,rexpp,lrexpp,lrexpp_1,grexpp,grexpp_1
24020,15,15.86999989,1053,19.20000076,7285,6552,9307,47510,0.699999988,97.09999847,63,73,0,,1997,,,0,0,0,0,0,1,0,8.787525177,8.893572807,8.896314621,8.872066498,6.959398746,48.43323135,251.8569031,79.09563446,71.80000305,-8.800003052,-0.108789444,0.16594696,0.02150631,0.021692276,-0.830000877,-27.03311157,0.030860901,0.428596497,4881,8.493104935,47.79999924,1.605000019,6552,8.787525177,8.918999672,-0.131474495,0.136847496
24020,15,14.31999969,1042,17.79999924,7439,6971,8858,46958,0,100,76,85,0,,1998,,,0,0,0,0,0,0,1,8.849514008,8.914491653,8.787525177,8.893572807,6.948897362,48.28717422,205.0623932,79.46816254,63,13,0.061988831,-0.108789444,0.020918846,0.02150631,-1.550000191,-46.79450989,-0.010501385,-0.146057129,4881,8.493104935,47.79999924,1.629999995,6864.083008,8.834057808,8.787525177,0.046532631,-0.131474495
24030,15,39.20000076,523,,,3577,,28257,6.599999905,78,30.79999924,13.19999981,,,1992,94.09999847,6402,1,0,0,0,0,0,0,8.182279587,,,,6.259581566,39.1823616,1536.640015,,,,,,,,,,,,,,,1.402999997,4092.006348,8.316790581,,,
24030,15,41.40000153,514,,,4092,,30307,5,77.40000153,69.59999847,50,,,1993,96.5,7670,0,1,0,0,0,0,0,8.316788673,,8.182279587,,6.242223263,38.9653511,1713.960083,,30.79999924,38.79999924,0.134509087,,,,2.200000763,177.3200684,-0.017358303,-0.217010498,3577,8.182279587,30.79999924,1.445000052,4545.093262,8.421803474,8.316790581,0.105012894,
24030,15,40.5,512,,,4478,,30568,8.5,70.90000153,50,46.20000076,,,1994,100.8000031,10111,0,0,1,0,0,0,0,8.406931877,,8.316788673,,6.238324642,38.91669464,1640.25,,69.59999847,-19.59999847,0.090143204,0.134509087,,,-0.900001526,-73.71008301,-0.003898621,-0.048656464,3577,8.182279587,30.79999924,1.481999993,4849.655762,8.486662865,8.421803474,0.06485939,0.105012894
24030,15,48.65000153,510,19.29999924,4797,5043,8124,39332,9.420000076,64.80000305,60.59999847,55.90000153,,0,1995,,,0,0,0,1,0,0,0,8.525756836,8.475746155,8.406931877,,6.234410763,38.86787796,2366.822754,71.83827209,50,10.59999847,0.118824959,0.090143204,,,8.150001526,726.5727539,-0.003913879,-0.048816681,3577,8.182279587,30.79999924,1.524000049,5311.033203,8.577541351,8.486662865,0.090878487,0.06485939
24030,15,47.75,504,18.70000076,5038,5654,6346,39079,80.41999817,,85.69999695,88,,0,1996,,,0,0,0,0,1,0,0,8.640118599,8.524764061,8.525756836,8.475746155,6.222576141,38.72045517,2280.0625,72.67160034,60.59999847,25.09999847,0.114361763,0.118824959,0.049017906,,-0.900001526,-86.76025391,-0.011834621,-0.147422791,3577,8.182279587,30.79999924,1.569000006,5783.728516,8.66280365,8.577541351,0.085262299,0.090878487
24030,15,51.11000061,489,17.20000076,5279,6213,6734,38203,0.699999988,97.30000305,73,56,0,,1997,,,0,0,0,0,0,1,0,8.734398842,8.571492195,8.640118599,8.524764061,6.192362309,38.34535217,2612.232178,73.47048187,85.69999695,-12.69999695,0.094280243,0.114361763,0.046728134,0.049017906,3.36000061,332.1696777,-0.030213833,-0.375102997,3577,8.182279587,30.79999924,1.605000019,6213,8.734398842,8.66280365,0.071595192,0.085262299
24030,15,56.04000092,480,17.39999962,5462,6452,6653,41456,2.099999905,89.19999695,77,65,0,,1998,,,0,0,0,0,0,0,1,8.772145271,8.605569839,8.734398842,8.571492195,6.173786163,38.11563492,3140.481689,74.05583191,73,4,0.037746429,0.094280243,0.034077644,0.046728134,4.930000305,528.2495117,-0.018576145,-0.229717255,3577,8.182279587,30.79999924,1.629999995,6353.042969,8.756689072,8.734398842,0.02229023,0.071595192
24040,15,35.29999924,718,,,3787,,25303,0,100,26.89999962,19,,,1992,101,4773,1,0,0,0,0,0,0,8.239329338,,,,6.576469421,43.24995041,1246.089966,,,,,,,,,,,,,,,1.402999997,4332.241699,8.373840332,,,
24040,15,31.10000038,739,,,3921,,27678,4.699999809,82.19999695,41.5,17,,,1993,95.09999847,5549,0,1,0,0,0,0,0,8.274102211,,8.239329338,,6.605298042,43.62996292,967.210022,,26.89999962,14.60000038,0.034772873,,,,-4.199998856,-278.8799438,0.028828621,0.380012512,3787,8.239329338,26.89999962,1.445000052,4355.15918,8.379116058,8.373840332,0.005275726,
24040,15,39.70000076,715,,,4365,,27672,0,100,38.09999847,25.89999962,,,1994,105,7016,0,0,1,0,0,0,0,8.381373405,,8.274102211,,6.572282314,43.1948967,1576.090088,,41.5,-3.400001526,0.107271194,0.034772873,,,8.600000381,608.8800659,-0.033015728,-0.435066223,3787,8.239329338,26.89999962,1.481999993,4727.277344,8.461104393,8.379116058,0.081988335,0.005275726
24040,15,40.93000031,728,21,5277,5392,5730,39640,7.139999866,77.90000153,35.29999924,21.60000038,,0,1995,,,0,0,0,1,0,0,0,8.592671394,8.571112633,8.381373405,,6.590301037,43.43206787,1675.264893,73.463974,38.09999847,-2.799999237,0.211297989,0.107271194,,,1.229999542,99.17480469,0.018018723,0.237171173,3787,8.239329338,26.89999962,1.524000049,5678.58252,8.644456863,8.461104393,0.18335247,0.081988335
24040,15,38.77999878,733,18.70000076,5430,5857,6286,36778,6.96999979,100.6999969,56.09999847,49,,0,1996,,,0,0,0,0,1,0,0,8.675393105,8.599694252,8.592671394,8.571112633,6.597145557,43.52233124,1503.888306,73.95474243,35.29999924,20.79999924,0.08272171,0.211297989,0.028581619,,-2.150001526,-171.3765869,0.006844521,0.090263367,3787,8.239329338,26.89999962,1.569000006,5991.38623,8.698078156,8.644456863,0.053621292,0.18335247
24040,15,38.86999893,751,20.20000076,5585,6129,6361,40941,3.700000048,86.69999695,70,53,0,,1997,,,0,0,0,0,0,1,0,8.720787048,8.627840042,8.675393105,8.599694252,6.621405602,43.84301376,1510.876831,74.43962097,56.09999847,13.90000153,0.045393944,0.08272171,0.02814579,0.028581619,0.090000153,6.988525391,0.024260044,0.320682526,3787,8.239329338,26.89999962,1.605000019,6129,8.720787048,8.698078156,0.022708893,0.053621292
24040,15,42.59000015,743,19,5739,6205,6735,40491,0,100,74,65,0,,1998,,,0,0,0,0,0,0,1,8.733110428,8.655039787,8.720787048,8.627840042,6.610695839,43.70129776,1813.908081,74.90971375,70,4,0.01232338,0.045393944,0.027199745,0.02814579,3.720001221,303.03125,-0.010709763,-0.141716003,3787,8.239329338,26.89999962,1.629999995,6109.831543,8.717654228,8.720787048,-0.00313282,0.022708893
24070,15,18.10000038,2455,,,4177,,33367,4.199999809,84,31.70000076,38.29999924,,,1992,87.69999695,7090,1,0,0,0,0,0,0,8.337348938,,,,7.805881977,60.93179321,327.6100159,,,,,,,,,,,,,,,1.402999997,4778.392578,8.471859932,,,
24070,15,20,2580,,,4347,,31204,7.199999809,76,39.29999924,42.90000153,,,1993,96.69999695,6724,0,1,0,0,0,0,0,8.377241135,,8.337348938,,7.855544567,61.70957947,400,,31.70000076,7.599998474,0.039892197,,,,1.899999619,72.38998413,0.04966259,0.777786255,4177,8.337348938,31.70000076,1.445000052,4828.328613,8.482255936,8.471859932,0.010396004,
24070,15,20.29999924,2696,,,4603,,30271,6.5,75.5,57.70000076,60.09999847,,,1994,100,8882,0,0,1,0,0,0,0,8.434463501,,8.377241135,,7.899524689,62.40248871,412.0899658,,39.29999924,18.40000153,0.057222366,0.039892197,,,0.299999237,12.08996582,0.043980122,0.692909241,4177,8.337348938,31.70000076,1.481999993,4985.030273,8.514194489,8.482255936,0.031938553,0.010396004
24070,15,23.87000084,2790,20.79999924,5057,5089,5661,40148,0,100,62,60.5,,0,1995,,,0,0,0,1,0,0,0,8.534836769,8.528529167,8.434463501,,7.933796883,62.94513321,569.7769165,72.73580933,57.70000076,4.299999237,0.100373268,0.057222366,,,3.570001602,157.6869507,0.034272194,0.542644501,4177,8.337348938,31.70000076,1.524000049,5359.478027,8.586622238,8.514194489,0.07242775,0.031938553
24070,15,22.63999939,2825,22.70000076,5210,5547,6119,46718,5.260000229,80.19999695,69,74.5,,0,1996,,,0,0,0,0,1,0,0,8.621012688,8.558335304,8.534836769,8.528529167,7.94626379,63.14310837,512.5695801,73.24510193,62,7,0.086175919,0.100373268,0.029806137,,-1.23000145,-57.20733643,0.012466908,0.197975159,4177,8.337348938,31.70000076,1.569000006,5674.273438,8.643697739,8.586622238,0.0570755,0.07242775
24070,15,26.28000069,2864,20.20000076,5365,5762,6172,43395,3.400000095,86.80000305,62,74,0,268,1997,,,0,0,0,0,0,1,0,8.659039497,8.587651253,8.621012688,8.558335304,7.959974766,63.36119843,690.6384277,73.74775696,69,-7,0.03802681,0.086175919,0.029315948,0.029806137,3.640001297,178.0688477,0.013710976,0.218090057,4177,8.337348938,31.70000076,1.605000019,5762,8.659039497,8.643697739,0.015341759,0.0570755
24070,15,24.95999908,2933,24.60000038,5519,5822,6281,52683,1.100000024,95.40000153,85,82,0,286,1998,,,0,0,0,0,0,0,1,8.669399261,8.615951538,8.659039497,8.587651253,7.983780861,63.74075699,623.0015259,74.23461914,62,23,0.010359764,0.03802681,0.028300285,0.029315948,-1.320001602,-67.63690186,0.023806095,0.379558563,4177,8.337348938,31.70000076,1.629999995,5732.705566,8.653943062,8.659039497,-0.005096436,0.015341759
25010,25,49.90000153,29366,,,5085,,37496,12.10000038,61.09999847,19.5,12.10000038,,,1992,93.09999847,10069,1,0,0,0,0,0,0,8.534049988,,,,10.28759289,105.8345642,2490.010254,,,,,,,,,,,,,,,1.402999997,5817.124023,8.668560982,,,
25010,25,51.5,28114,,,5209,,37356,11.60000038,62.90000153,21.79999924,15.60000038,,,1993,96.59999847,8875,0,1,0,0,0,0,0,8.558143616,,8.534049988,,10.24402332,104.9400101,2652.25,,19.5,2.299999237,0.024093628,,,,1.599998474,162.2397461,-0.043569565,-0.894554138,5085,8.534049988,19.5,1.445000052,5785.774902,8.663157463,8.668560982,-0.005403519,
25010,25,52.79999924,27443,,,5773,,42278,12.39999962,59.90000153,23,14.30000019,,,1994,91.59999847,12796,0,0,1,0,0,0,0,8.660946846,,8.558143616,,10.21986675,104.4456787,2787.839844,,21.79999924,1.200000763,0.10280323,0.024093628,,,1.299999237,135.5898438,-0.02415657,-0.49433136,5085,8.534049988,19.5,1.481999993,6252.135742,8.740678787,8.663157463,0.077521324,-0.005403519
25010,25,62.75999832,25966,27.10000038,5752,6927,7684,48042,13.35000038,57.5,35.5,18,,0,1995,,,0,0,0,1,0,0,0,8.843182564,8.657302856,8.660946846,,10.16454315,103.3179398,3938.817383,74.94889069,23,12.5,0.182235718,0.10280323,,,9.959999084,1150.977539,-0.055323601,-1.127738953,5085,8.534049988,19.5,1.524000049,7295.166992,8.894967079,8.740678787,0.154288292,0.077521324
25010,25,65.75,25995,26.60000038,5905,7436,8321,44311,8.270000458,71.09999847,30.29999924,17,,0,1996,,,0,0,0,0,1,0,0,8.914088249,8.683554649,8.843182564,8.657302856,10.1656599,103.3406448,4323.0625,75.4041214,35.5,-5.200000763,0.070905685,0.182235718,0.026251793,,2.990001678,384.2451172,0.001116753,0.022705078,5085,8.534049988,19.5,1.569000006,7606.615723,8.9367733,8.894967079,0.041806221,0.154288292
25010,25,63.58000183,25460,25.79999924,6060,7297,8236,46354,12.10000038,62.09999847,36,16,0,,1997,,,0,0,0,0,0,1,0,8.895218849,8.709465027,8.914088249,8.683554649,10.14486408,102.9182663,4042.416748,75.8547821,30.29999924,5.700000763,-0.0188694,0.070905685,0.025910378,0.026251793,-2.169998169,-280.645752,-0.020795822,-0.42237854,5085,8.534049988,19.5,1.605000019,7297,8.895218849,8.9367733,-0.041554451,0.041806221
25010,25,63.11999893,25107,24.60000038,6214,7609,8864,46674,8.699999809,70.59999847,52,20,0,,1998,,,0,0,0,0,0,0,1,8.937087059,8.734560013,8.895218849,8.709465027,10.13090229,102.6351776,3984.134277,76.2925415,36,16,0.04186821,-0.0188694,0.025094986,0.025910378,-0.460002899,-58.2824707,-0.013961792,-0.283088684,5085,8.534049988,19.5,1.629999995,7492.297363,8.921630859,8.895218849,0.02641201,-0.041554451
25030,25,7.5,5443,,,4212,,33057,0.899999976,97.5,51.09999847,43.90000153,,,1992,97.30000305,6531,1,0,0,0,0,0,0,8.345692635,,,,8.602086067,73.99588776,56.25,,,,,,,,,,,,,,,1.402999997,4818.432129,8.480203629,,,
25030,25,8.100000381,5491,,,4526,,34499,7.199999809,73.80000305,50.70000076,45,,,1993,98.40000153,7398,0,1,0,0,0,0,0,8.417593956,,8.345692635,,8.610865593,74.14700317,65.61000824,,51.09999847,-0.399997711,0.071901321,,,,0.600000381,9.36000824,0.008779526,0.151115417,4212,8.345692635,51.09999847,1.445000052,5027.148438,8.522607803,8.480203629,0.042404175,
25030,25,8.600000381,5587,,,4571,,35200,5.599999905,80.40000153,60,49.70000076,,,1994,95.59999847,8811,0,0,1,0,0,0,0,8.427487373,,8.417593956,,8.62819767,74.44579315,73.96000671,,50.70000076,9.299999237,0.009893417,0.071901321,,,0.5,8.349998474,0.017332077,0.298789978,4212,8.345692635,51.09999847,1.481999993,4950.374512,8.507218361,8.522607803,-0.015389442,0.042404175
25030,25,8.510000229,5602,22.70000076,5679,5514,6456,45600,3.460000038,88,73.90000153,64.69999695,,0,1995,,,0,0,0,1,0,0,0,8.615045547,8.644530296,8.427487373,,8.630879402,74.49208069,72.42010498,74.72790527,60,13.90000153,0.187558174,0.009893417,,,-0.090000153,-1.539901733,0.002681732,0.046287537,4212,8.345692635,51.09999847,1.524000049,5807.066895,8.666831017,8.507218361,0.159612656,-0.015389442
25030,25,7.900000095,5734,22.39999962,5832,5730,6547,46850,1.320000052,94.59999847,79.40000153,66.69999695,,0,1996,,,0,0,0,0,1,0,0,8.653470993,8.671114922,8.615045547,8.644530296,8.654169083,74.89464569,62.40999985,75.18823242,73.90000153,5.5,0.038425446,0.187558174,0.026584625,,-0.610000134,-10.01010513,0.02328968,0.402565002,4212,8.345692635,51.09999847,1.569000006,5861.472168,8.676156044,8.666831017,0.009325027,0.159612656
25030,25,8.289999962,5722,21.89999962,5987,6140,7179,48033,1.200000048,95,75,57,0,133,1997,,,0,0,0,0,0,1,0,8.722579956,8.697345734,8.653470993,8.671114922,8.65207386,74.85838318,68.72409821,75.64382172,79.40000153,-4.400001526,0.069108963,0.038425446,0.026230812,0.026584625,0.389999866,6.314098358,-0.002095222,-0.036262512,4212,8.345692635,51.09999847,1.605000019,6140,8.722579956,8.676156044,0.046423912,0.009325027
25030,25,8.670000076,5782,22.79999924,6141,6184,7177,51367,1,95.5,86,72,0,272,1998,,,0,0,0,0,0,0,1,8.729720116,8.722743034,8.722579956,8.697345734,8.66250515,75.03899384,75.16889954,76.08624268,75,11,0.00714016,0.069108963,0.025397301,0.026230812,0.380000114,6.444801331,0.01043129,0.180610657,4212,8.345692635,51.09999847,1.629999995,6089.15332,8.714263916,8.722579956,-0.00831604,0.046423912
25040,25,21.10000038,3676,,,3755,,32399,4.199999809,91.30000305,22.20000076,22.60000038,,,1992,83.90000153,5904,1,0,0,0,0,0,0,8.230843544,,,,8.209580421,67.39720917,445.210022,,,,,,,,,,,,,,,1.402999997,4295.634277,8.365354538,,,
25040,25,26.70000076,3505,,,4087,,34990,9.100000381,70.09999847,24.39999962,26.39999962,,,1993,86,6958,0,1,0,0,0,0,0,8.315566063,,8.230843544,,8.161945343,66.61735535,712.8900146,,22.20000076,2.199998856,0.084722519,,,,5.600000381,267.6799927,-0.047635078,-0.779853821,3755,8.230843544,22.20000076,1.445000052,4539.539551,8.420580864,8.365354538,0.055226326,
25040,25,28.79999924,3441,,,4502,,32712,8.699999809,70,60.40000153,38.5,,,1994,98.19999695,8769,0,0,1,0,0,0,0,8.412277222,,8.315566063,,8.143517494,66.31687927,829.4399414,,24.39999962,36,0.096711159,0.084722519,,,2.099998474,116.5499268,-0.018427849,-0.300476074,3755,8.230843544,22.20000076,1.481999993,4875.647949,8.492008209,8.420580864,0.071427345,0.055226326
25040,25,28.09000015,3159,26.10000038,4920,5174,5784,50398,12.09000015,62.40000153,68.5,43.29999924,,0,1995,,,0,0,0,1,0,0,0,8.551401138,8.501063347,8.412277222,,8.058011055,64.93154144,789.0480957,72.26808167,60.40000153,8.099998474,0.139123917,0.096711159,,,-0.709999084,-40.3918457,-0.085506439,-1.38533783,3755,8.230843544,22.20000076,1.524000049,5448.996094,8.603186607,8.492008209,0.111178398,0.071427345
25040,25,32.15999985,3153,23.20000076,5148,5456,5967,44748,1.730000019,93.59999847,53.09999847,47.70000076,,0,1996,,,0,0,0,0,1,0,0,8.604471207,8.546363831,8.551401138,8.501063347,8.056109428,64.90090179,1034.265625,73.04033661,68.5,-15.40000153,0.053070068,0.139123917,0.045300484,,4.069999695,245.2175293,-0.001901627,-0.030639648,3755,8.230843544,22.20000076,1.569000006,5581.185547,8.627156258,8.603186607,0.02396965,0.111178398
25040,25,33.18000031,3217,25.5,5308,5765,6171,51361,7.599999905,72.40000153,52,44,0,,1997,,,0,0,0,0,0,1,0,8.659560204,8.5769701,8.604471207,8.546363831,8.0762043,65.22507477,1100.912476,73.56441498,53.09999847,-1.099998474,0.055088997,0.053070068,0.03060627,0.045300484,1.020000458,66.64685059,0.020094872,0.324172974,3755,8.230843544,22.20000076,1.605000019,5765,8.659560204,8.627156258,0.032403946,0.02396965
25040,25,33.06999969,3172,23.89999962,5462,5988,6490,48529,3.700000048,86.09999847,52,51,0,,1998,,,0,0,0,0,0,0,1,8.697512627,8.605569839,8.659560204,8.5769701,8.062117577,64.9977417,1093.624878,74.05583191,52,0,0.037952423,0.055088997,0.028599739,0.03060627,-0.11000061,-7.287597656,-0.014086723,-0.227333069,3755,8.230843544,22.20000076,1.629999995,5896.159668,8.682056427,8.659560204,0.022496223,0.032403946
25050,25,3.200000048,1571,,,3728,,33213,0.899999976,95.5,41.90000153,35.5,,,1992,81.5,5818,1,0,0,0,0,0,0,8.22362709,,,,7.359467506,54.16176224,10.24000072,,,,,,,,,,,,,,,1.402999997,4264.74707,8.358138084,,,
25050,25,3.400000095,1572,,,3847,,29781,0.200000003,98.80000305,42.09999847,48.40000153,,,1993,96.09999847,5545,0,1,0,0,0,0,0,8.255048752,,8.22362709,,7.360104084,54.17113113,11.56000042,,41.90000153,0.199996948,0.031421661,,,,0.200000048,1.319999695,0.000636578,0.009368896,3728,8.22362709,41.90000153,1.445000052,4272.965332,8.360063553,8.358138084,0.001925468,
25050,25,3.700000048,1621,,,4152,,33592,0,100,48.29999924,56.90000153,,,1994,87.80000305,8758,0,0,1,0,0,0,0,8.331345558,,8.255048752,,7.390798569,54.62390518,13.69000053,,42.09999847,6.200000763,0.076296806,0.031421661,,,0.299999952,2.130000114,0.030694485,0.452774048,3728,8.22362709,41.90000153,1.481999993,4496.599121,8.411076546,8.360063553,0.051012993,0.001925468
25050,25,3.569999933,1584,25.70000076,4690,5070,5790,47263,2.24000001,91,65.40000153,56.90000153,,0,1995,,,0,0,0,1,0,0,0,8.531096458,8.453187943,8.331345558,,7.367708683,54.28313065,12.74489975,71.45638275,48.29999924,17.10000229,0.1997509,0.076296806,,,-0.130000114,-0.945100784,-0.023089886,-0.340774536,3728,8.22362709,41.90000153,1.524000049,5339.468262,8.582880974,8.411076546,0.171804428,0.051012993
25050,25,4.099999905,1613,25.29999924,4943,5260,5647,49952,0.629999995,97.40000153,70.19999695,72,,0,1996,,,0,0,0,0,1,0,0,8.567886353,8.505727768,8.531096458,8.453187943,7.385850906,54.55079269,16.80999947,72.34740448,65.40000153,4.799995422,0.036789894,0.1997509,0.052539825,,0.529999971,4.065099716,0.018142223,0.267662048,3728,8.22362709,41.90000153,1.569000006,5380.688477,8.590571404,8.582880974,0.00769043,0.171804428
25050,25,3.430000067,1690,25,5196,5490,5871,49259,0.800000012,96.69999695,68,71,0,,1997,,,0,0,0,0,0,1,0,8.610683441,8.555644035,8.567886353,8.505727768,7.432483673,55.24181366,11.76490021,73.19904327,70.19999695,-2.199996948,0.042797089,0.036789894,0.049916267,0.052539825,-0.669999838,-5.045099258,0.046632767,0.691020966,3728,8.22362709,41.90000153,1.605000019,5490,8.610683441,8.590571404,0.020112038,0.00769043
25050,25,3.829999924,1736,23.5,5442,5746,6548,48712,1,95.80000305,75,75,0,,1998,,,0,0,0,0,0,0,1,8.656259537,8.601902008,8.610683441,8.555644035,7.459338665,55.64173508,14.66889954,73.99272156,68,7,0.045576096,0.042797089,0.046257973,0.049916267,0.399999857,2.903999329,0.026854992,0.399921417,3728,8.22362709,41.90000153,1.629999995,5657.871094,8.640803337,8.610683441,0.030119896,0.020112038
25060,25,35.70000076,2358,,,3445,,29416,4.300000191,81.69999695,13.60000038,17.89999962,,,1992,78.5,5583,1,0,0,0,0,0,0,8.14467907,,,,7.76556921,60.3040657,1274.490112,,,,,,,,,,,,,,,1.402999997,3941.001465,8.279190063,,,
25060,25,43.59999847,2139,,,4220,,31620,0,,24.60000038,25.20000076,,,1993,90.59999847,9057,0,1,0,0,0,0,0,8.347590446,,8.14467907,,7.668093681,58.79965973,1900.959839,,13.60000038,11,0.202911377,,,,7.899997711,626.4697266,-0.097475529,-1.504405975,3445,8.14467907,13.60000038,1.445000052,4687.266113,8.452605247,8.279190063,0.173415184,
25060,25,46.29999924,2027,,,4694,,43729,15.89999962,53.20000076,31.5,33,,,1994,71.69999695,12684,0,0,1,0,0,0,0,8.454040527,,8.347590446,,7.614312172,57.97774887,2143.689941,,24.60000038,6.899999619,0.106450081,0.202911377,,,2.700000763,242.7301025,-0.053781509,-0.821910858,3445,8.14467907,13.60000038,1.481999993,5083.583008,8.533771515,8.452605247,0.081166267,0.173415184
25060,25,45.93000031,1557,20.39999962,4957,6053,6163,45259,10.34000015,70.40000153,31,31.70000076,,0,1995,,,0,0,0,1,0,0,0,8.708309174,8.508556366,8.454040527,,7.350516319,54.03009033,2109.564941,72.3955307,31.5,-0.5,0.254268646,0.106450081,,,-0.369998932,-34.125,-0.263795853,-3.947658539,3445,8.14467907,13.60000038,1.524000049,6374.714355,8.760094643,8.533771515,0.226323128,0.081166267
25060,25,43.25999832,1585,19.29999924,5153,5967,6488,44985,8.220000267,71.30000305,42.09999847,38.40000153,,0,1996,,,0,0,0,0,1,0,0,8.69399929,8.547334671,8.708309174,8.508556366,7.368339539,54.29242706,1871.42749,73.05693054,31,11.09999847,-0.014309883,0.254268646,0.038778305,,-2.670001984,-238.1374512,0.017823219,0.262336731,3445,8.14467907,13.60000038,1.569000006,6103.910156,8.716685295,8.760094643,-0.043409348,0.226323128
25060,25,42.84999847,1697,19.60000038,5308,6267,6792,44403,10.10000038,67.09999847,35,37,0,,1997,,,0,0,0,0,0,1,0,8.743053436,8.5769701,8.69399929,8.547334671,7.436617374,55.30327988,1836.122314,73.56441498,42.09999847,-7.099998474,0.049054146,-0.014309883,0.029635429,0.038778305,-0.409999847,-35.30517578,0.068277836,1.010852814,3445,8.14467907,13.60000038,1.605000019,6267,8.743053436,8.716685295,0.026368141,-0.043409348
25060,25,43.09000015,1661,20,5462,6343,7811,43063,3.700000048,88.19999695,70,38,0,,1998,,,0,0,0,0,0,0,1,8.755106926,8.605569839,8.743053436,8.5769701,7.415174961,54.98482132,1856.748169,74.05583191,35,35,0.01205349,0.049054146,0.028599739,0.029635429,0.240001678,20.62585449,-0.021442413,-0.318458557,3445,8.14467907,13.60000038,1.629999995,6245.714844,8.739650726,8.743053436,-0.00340271,0.026368141
25070,25,24.10000038,891,,,3762,,32420,2.099999905,92.30000305,19.70000076,22.60000038,,,1992,89.09999847,6342,1,0,0,0,0,0,0,8.23270607,,,,6.79234457,46.13594437,580.8099976,,,,,,,,,,,,,,,1.402999997,4303.64209,8.367217064,,,
25070,25,27.20000076,850,,,4258,,33707,0,,22.60000038,19.60000038,,,1993,95.59999847,6799,0,1,0,0,0,0,0,8.356554985,,8.23270607,,6.745236397,45.49821472,739.8400269,,19.70000076,2.899999619,0.123848915,,,,3.100000381,159.0300293,-0.047108173,-0.637729645,3762,8.23270607,19.70000076,1.445000052,4729.473633,8.461568832,8.367217064,0.094351768,
25070,25,28.60000038,877,,,4589,,37529,2.900000095,88.40000153,35.29999924,37.09999847,,,1994,86.80000305,10819,0,0,1,0,0,0,0,8.431417465,,8.356554985,,6.776506901,45.92104721,817.960022,,22.60000038,12.69999886,0.07486248,0.123848915,,,1.399999619,78.11999512,0.031270504,0.422832489,3762,8.23270607,19.70000076,1.481999993,4969.868652,8.511148453,8.461568832,0.04957962,0.094351768
25070,25,33.49000168,912,22.10000038,4908,5338,5706,47595,4.559999943,82.80000305,58.5,37.5,,0,1995,,,0,0,0,1,0,0,0,8.582606316,8.498621941,8.431417465,,6.815639973,46.45294952,1121.5802,72.22657776,35.29999924,23.20000076,0.15118885,0.07486248,,,4.890001297,303.6201782,0.039133072,0.531902313,3762,8.23270607,19.70000076,1.524000049,5621.712402,8.634391785,8.511148453,0.123243332,0.04957962
25070,25,35.90000153,959,22.89999962,5138,5404,5978,49391,5.809999943,80.59999847,45.09999847,42.09999847,,0,1996,,,0,0,0,0,1,0,0,8.594894409,8.544419289,8.582606316,8.498621941,6.86589098,47.14045715,1288.810059,73.00710297,58.5,-13.40000153,0.012288094,0.15118885,0.045797348,,2.409999847,167.2298584,0.050251007,0.687507629,3762,8.23270607,19.70000076,1.569000006,5527.992188,8.617580414,8.634391785,-0.016811371,0.123243332
25070,25,37.47000122,948,21.70000076,5308,5763,6155,50339,2,91.59999847,31,40,0,,1997,,,0,0,0,0,0,1,0,8.659213066,8.5769701,8.594894409,8.544419289,6.854354382,46.98217392,1404.000977,73.56441498,45.09999847,-14.09999847,0.064318657,0.012288094,0.032550812,0.045797348,1.569999695,115.190918,-0.011536598,-0.158283234,3762,8.23270607,19.70000076,1.605000019,5763,8.659213066,8.617580414,0.041632652,-0.016811371
25070,25,38.81000137,970,21.70000076,5462,5731,6388,49797,3.200000048,87.5,65,58,0,,1998,,,0,0,0,0,0,0,1,8.653645515,8.605569839,8.659213066,8.5769701,6.877295971,47.29719925,1506.216187,74.05583191,31,34,-0.005567551,0.064318657,0.028599739,0.032550812,1.340000153,102.21521,0.022941589,0.31502533,3762,8.23270607,19.70000076,1.629999995,5643.101074,8.638189316,8.659213066,-0.02102375,0.041632652
25080,25,25.79999924,5244,,,5091,,40587,9.300000191,67.59999847,45.09999847,37,,,1992,93,8489,1,0,0,0,0,0,0,8.535229683,,,,8.564840317,73.35649109,665.6399536,,,,,,,,,,,,,,,1.402999997,5823.987793,8.669740677,,,
25080,25,27,5174,,,5137,,37960,8,73.19999695,59.59999847,35.70000076,,,1993,100.9000015,7886,0,1,0,0,0,0,0,8.544224739,,8.535229683,,8.551401138,73.12646484,729,,45.09999847,14.5,0.008995056,,,,1.200000763,63.36004639,-0.013439178,-0.230026245,5091,8.535229683,45.09999847,1.445000052,5705.802734,8.649238586,8.669740677,-0.02050209,
25080,25,31.29999924,5254,,,5644,,40615,9.5,67.40000153,59.29999924,43.20000076,,,1994,97.40000153,11195,0,0,1,0,0,0,0,8.638348579,,8.544224739,,8.566744804,73.38911438,979.6899414,,59.59999847,-0.299999237,0.09412384,0.008995056,,,4.299999237,250.6899414,0.015343666,0.262649536,5091,8.535229683,45.09999847,1.481999993,6112.429199,8.718079567,8.649238586,0.068840981,-0.02050209
